@relation mfeat

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute binaryClass {P,N}

@data
0.050941,1.657474,15.508701,45.687586,77.437084,467.981834,235.894667,0.03008,0.167569,9.767706,38.012422,109.9117,100.816147,0.191073,4.209762,20.482578,44.721262,249.415999,395.854587,0.030727,3.671609,35.327403,46.494022,87.408552,0.560282,6.362575,51.864885,44.65592,364.579478,0.614085,16.164147,46.196594,44.30914,1.00347,27.886566,183.384928,43.682784,3.249164,31.563326,17.963518,6.359161,146.049286,368.091755,8.686183,29.685119,44.973318,516.983533,P
0.033308,1.000933,9.932545,43.911785,106.202031,453.095334,264.798913,0.024606,0.909999,7.651735,19.708231,24.495593,46.074386,0.115545,2.654254,17.858192,9.763777,188.680321,448.403129,0.112834,2.301983,11.143944,23.716778,28.158345,0.349165,5.30139,38.818963,123.762892,396.997587,0.338383,4.18947,20.155013,11.680452,0.830487,24.571575,256.231596,9.227657,0.76906,10.63187,8.523303,5.920142,185.260395,469.337024,2.600816,9.0924,55.079039,628.203659,P
0.163546,0.807598,31.508887,127.092653,115.633229,489.90865,82.146101,0.296834,2.055488,32.666003,86.674377,79.194048,22.890415,0.101649,9.397265,74.498243,45.948794,254.768243,243.658028,0.253091,11.628589,64.277463,66.177752,75.471172,1.338767,27.089317,33.588049,107.000982,331.41391,1.908928,27.656117,41.658669,68.473171,4.673187,17.490429,283.830614,86.506141,5.465791,17.977601,9.034506,3.95015,220.308484,366.505871,3.922983,33.28242,67.857898,581.09008,P
0.012529,0.302298,3.918314,31.100828,114.966076,439.129781,221.636749,0.01912,0.446134,6.303193,28.868839,19.739754,91.083691,0.036411,0.959077,11.664128,29.767589,183.644314,404.645505,0.049217,2.117497,26.06423,48.165768,71.1321,0.117703,3.235179,38.622239,114.982387,367.47215,0.341826,11.685519,62.456344,41.627091,0.48981,23.406587,245.656513,5.030678,2.317092,36.782971,40.411612,5.583217,178.354721,450.786341,9.326467,35.657206,53.106884,603.493792,P
0.067831,1.808887,15.929253,66.294183,159.827823,494.719972,193.645889,0.093549,1.985136,7.993521,45.652652,29.810708,46.076218,0.216442,4.458541,28.696317,46.623779,261.328705,399.308309,0.258695,2.898847,34.021146,69.571651,7.690222,0.607603,8.439286,26.817971,55.94353,421.849645,0.485501,14.534415,72.784516,26.184313,1.263074,19.152354,221.201847,103.516159,2.846767,41.457748,23.479095,4.934339,174.94879,356.754971,10.504022,20.591683,53.876201,547.246844,P
0.003151,0.148154,4.266231,33.145422,131.149476,458.482065,264.65383,0.057542,1.191273,2.476775,25.696279,85.830529,89.748203,0.019615,1.149239,14.898003,37.183497,217.547988,462.416665,0.147397,0.912437,10.053565,55.00564,56.412779,0.155103,4.914641,33.775121,73.153877,405.999235,0.153704,2.618607,27.968393,24.81664,0.821514,21.014323,207.384328,15.020469,0.346855,10.217725,18.390397,5.093458,156.066059,455.239452,1.985805,15.517249,46.971958,607.710869,P
0.023017,1.070098,12.053208,45.378074,72.961236,323.801941,256.024704,0.027141,1.195884,10.470566,26.919399,87.837966,86.332809,0.117316,3.129988,19.385685,20.428072,51.600467,399.835175,0.141464,2.927402,9.173581,58.729208,68.2672,0.400612,5.555295,26.937166,195.606471,307.764753,0.407309,2.059479,32.692928,41.947003,0.804497,15.234552,263.831657,58.199747,0.24834,13.471682,19.592335,3.498024,169.989759,460.253106,2.907708,11.638755,47.986971,566.083894,P
0.012123,0.75162,8.150472,55.983128,177.772052,524.707687,125.858366,0.002745,1.820665,19.989441,22.01174,16.886618,14.467817,0.08795,2.374617,25.512691,71.708193,329.032467,451.546931,0.234812,6.442502,19.347263,11.36521,18.228452,0.329814,7.614874,20.61243,10.830653,557.584516,0.985154,8.708135,15.274304,17.740643,1.131372,11.566368,177.056044,249.797216,1.738611,10.05189,5.780698,3.241966,155.346384,255.872014,2.720896,12.079583,49.411425,501.625611,P
0.016395,0.453191,6.65718,33.302103,108.664723,475.349932,227.262551,0.040345,0.848015,1.453226,21.64215,29.642836,43.100661,0.052298,1.673067,12.341557,13.118911,251.557848,395.519799,0.09385,0.463049,19.451876,26.545465,39.808065,0.210027,3.515073,35.777349,31.358915,374.790696,0.093831,8.636026,42.083251,12.706019,0.551681,22.598991,174.936349,69.037079,1.697781,25.777799,19.502975,5.421495,139.533232,327.027766,6.621175,23.580887,42.84481,475.035064,P
0.042521,0.294796,16.562538,89.512427,129.751499,466.052999,183.354494,0.049447,1.913806,13.322879,36.867845,74.342217,82.911836,0.030883,4.454107,42.123462,38.819506,213.593171,379.814415,0.242741,4.264773,24.307211,55.277142,82.202152,0.586967,13.011132,13.924667,97.07535,386.790172,0.649748,10.096767,45.126699,56.79651,1.993158,10.738795,240.767336,56.601236,1.951873,24.998672,33.197881,2.840218,179.213666,400.170781,6.329642,23.189435,53.868039,574.375865,P
0.037868,1.380529,11.792165,34.556552,105.772539,473.482394,241.99367,0.041057,1.00512,3.824267,10.041106,17.429766,32.040089,0.155406,3.10996,12.139664,4.661442,225.277305,452.950235,0.125366,1.286258,5.014276,23.348202,22.348489,0.403635,2.864348,31.483477,79.108902,433.330744,0.200799,1.724018,19.806864,2.863667,0.345707,20.31419,206.201058,94.845282,0.299915,10.109049,13.900349,4.882486,154.231451,337.917532,2.406449,15.731735,46.282402,500.402771,P
0.054323,1.803653,18.706024,64.742061,72.885448,461.54777,360.66223,0.003701,0.42707,4.627569,16.865717,23.26641,57.305328,0.214947,5.509202,40.897795,87.010309,223.176085,561.487595,0.050174,1.572436,12.781485,23.088696,41.76009,0.775129,15.264374,88.992508,75.750049,489.819671,0.249037,5.46247,23.732838,21.644968,2.648503,45.606294,216.704048,81.102273,1.066154,13.802513,7.829111,10.223493,165.518324,409.854537,3.540528,12.21589,50.321216,584.067341,P
0.033658,1.300011,16.421075,57.199994,82.161579,477.347371,236.602472,0.064113,1.67989,9.575233,37.661808,79.197992,148.169732,0.151603,4.55542,27.281477,17.022905,228.237571,467.842669,0.205673,2.585963,23.996118,32.703954,118.856973,0.614068,8.494704,34.980518,94.967549,471.148018,0.350746,10.216622,48.110079,52.22667,1.30788,21.032118,250.934646,98.686328,2.02356,31.902406,15.2068,4.982669,189.440085,412.673261,8.54504,29.027466,57.339671,613.962476,P
0.027055,0.856714,7.912528,28.539993,76.47068,467.994664,240.047047,0.034542,0.710277,1.620958,15.821551,54.513372,117.339615,0.097412,1.962032,7.21338,26.519788,210.684338,452.656972,0.090079,0.645853,6.998998,26.266635,79.201609,0.242663,0.820514,51.213022,110.102472,430.145165,0.111344,2.494944,11.872437,42.491135,0.057793,29.158195,245.548534,65.574383,0.474562,7.049757,39.295669,6.759797,180.355594,404.088613,2.03724,34.5838,53.933026,575.370585,P
0.050319,2.265615,28.949193,86.995584,129.589466,506.687926,147.232538,0.169962,4.058637,15.369932,14.879272,22.903885,42.398725,0.277488,8.556594,45.927666,24.013096,255.493997,355.587186,0.529524,4.734844,21.111907,41.476769,45.183058,1.209959,15.655598,36.749665,102.094608,420.926755,0.723614,11.349341,65.124374,28.206572,2.594161,24.522837,285.620362,118.520037,2.486055,42.088228,29.24954,6.071659,220.93389,376.421613,11.288274,32.674357,67.849922,599.636939,P
0.047265,1.762946,17.151317,41.592285,97.301656,473.482425,227.791357,0.104163,1.588776,8.08295,40.155844,42.988548,55.209372,0.206893,4.740412,20.992714,38.848863,221.045686,424.586612,0.198018,2.607674,23.934918,5.421193,56.568194,0.640041,7.27283,59.434471,104.807473,418.086357,0.403527,9.375413,18.022355,37.871165,1.234885,33.804683,255.394709,71.319922,1.765604,14.164094,24.866246,7.880663,191.597366,400.364782,4.026384,24.449973,57.938633,582.188252,P
0.042275,0.325287,12.029071,89.691475,185.855004,513.715063,218.452574,0.050546,1.420451,9.269142,12.989915,39.407393,61.690299,0.038078,3.40817,46.254766,104.120234,315.305293,507.454779,0.176931,2.832996,8.977398,23.344181,60.719253,0.465365,15.270996,59.222692,36.640199,541.943738,0.417452,3.55573,12.041326,55.650201,2.453409,26.82257,169.792675,170.000062,0.655319,5.923698,45.524066,5.933778,146.582928,358.572513,1.545449,29.787853,46.384786,581.885858,P
0.09632,3.29414,27.214085,57.409548,111.862508,493.501522,156.296006,0.164274,2.28541,11.575593,46.320799,25.575611,85.936314,0.39584,7.87278,29.410658,18.459151,264.061165,369.690856,0.305851,4.287709,34.044716,39.820974,54.377688,1.099108,10.346231,57.662196,66.169705,427.666016,0.718616,14.60969,41.067855,36.436336,1.782511,35.348929,243.320061,147.745988,2.883291,24.065999,22.621647,8.493891,193.133784,299.79276,6.253064,10.89591,59.768248,505.648517,P
0.041169,1.35333,23.497853,108.80489,149.50121,480.407304,159.023803,0.014836,1.228116,10.075714,19.42785,53.047578,68.084999,0.159522,6.414058,52.283582,57.462742,236.338008,384.623383,0.154649,3.19211,11.002572,36.736117,34.348117,0.854329,16.405941,13.839079,74.178931,417.042611,0.484649,4.109117,23.393202,18.492732,2.543172,6.780063,215.454831,109.189996,0.7506,10.966381,33.302845,1.970878,163.918391,333.631604,2.562708,29.813166,49.59437,515.521961,P
0.027965,1.795803,21.895609,75.814326,144.106661,514.136869,253.244243,0.093047,2.518092,19.032296,48.261061,35.912684,46.046712,0.222821,6.560942,40.073807,41.387767,308.052405,477.534796,0.321195,5.942178,31.460643,24.946441,79.05919,0.936056,13.782788,44.112865,47.997564,499.026466,0.891456,12.300876,32.344812,56.259943,2.299664,28.119755,221.453557,138.719354,2.267991,20.778744,7.373093,6.92883,184.448644,388.2738,5.552409,22.28845,58.057204,613.971492,P
0.016567,0.716457,9.274634,49.185568,129.822984,452.842696,174.714745,0.006297,0.442222,3.366143,22.807576,55.310454,85.992556,0.081604,2.404383,18.929496,18.618446,210.686603,346.971428,0.04741,0.515899,17.128496,41.631447,55.170502,0.309728,5.166072,29.238559,87.94811,325.310271,0.031912,7.448419,47.048217,47.827209,0.749025,20.640512,227.512022,10.186747,1.470656,27.797648,65.188619,5.138217,170.319481,444.624339,7.089456,51.883508,51.298073,590.631423,P
0.025021,1.103537,13.409601,38.51209,59.859177,391.963707,269.407581,0.023368,0.380185,5.927879,17.563811,12.271953,17.041388,0.125569,3.58248,20.781384,45.304866,120.842552,423.858704,0.044111,1.675993,10.810433,13.569684,14.998343,0.470948,7.309874,58.975025,162.859468,359.377849,0.233512,4.110821,12.059575,15.654677,1.23167,31.047159,261.398154,9.168271,0.745173,6.458166,10.730874,6.94835,177.900047,404.459866,1.583563,5.922362,51.529966,536.513436,P
0.011974,0.831428,13.049103,33.711332,52.923465,370.458833,255.769328,0.024403,0.128423,9.198051,34.701652,28.162484,62.712918,0.092586,3.370291,14.139726,62.461313,86.377264,417.765365,0.01173,2.588889,19.841467,11.851709,57.17591,0.430381,3.984112,56.954993,204.183703,350.521203,0.360916,7.281015,0.559387,43.234697,0.568842,27.198225,287.312608,9.333656,1.298916,2.255237,28.211704,5.818699,188.377359,429.362152,0.874081,14.494572,53.660129,557.766987,P
0.016855,0.814233,11.078252,46.121543,35.028628,237.749077,261.917681,0.055297,1.183478,9.257064,38.350994,53.219993,82.845509,0.095319,3.211631,30.153532,108.768171,30.054869,321.070205,0.148735,2.835644,21.583187,34.019296,78.955048,0.445116,11.196141,95.792969,264.678641,176.161934,0.419589,7.813414,25.629666,38.561893,1.91934,45.21263,316.798629,196.488231,1.379003,13.570731,6.428053,9.666573,198.976604,573.109031,3.334076,18.343955,55.815102,638.30098,P
0.032562,0.77812,5.814326,42.093288,49.748093,349.463505,255.927092,0.044695,1.403866,12.968899,43.944583,58.02865,51.967251,0.085711,1.512161,25.504465,101.240266,110.663854,353.884026,0.169003,3.796755,24.93461,34.993816,58.804106,0.197108,9.272515,94.508269,146.469241,294.594534,0.544705,9.220648,26.671016,46.659388,1.574577,45.638457,246.103532,3.2467,1.660573,15.599228,11.856194,9.859697,170.50868,348.602931,4.099845,9.959624,49.891751,464.516514,P
0.065707,1.853507,16.116887,72.179017,141.963278,494.751215,171.409373,0.054385,0.276822,9.616816,34.766825,44.012797,33.107195,0.225413,4.818262,39.913379,61.565611,240.318773,383.004033,0.020425,3.207388,27.33661,32.255781,54.172698,0.68517,14.040914,65.726786,97.553814,400.134725,0.506082,11.843421,33.469913,52.717315,2.368833,37.431879,260.469609,62.6334,2.326485,20.595674,31.742896,8.844081,198.9964,418.251808,5.442825,13.770137,60.691215,607.415901,P
0.028018,0.333885,4.807681,24.725739,60.711112,424.994754,232.315378,0.061482,1.587698,5.050778,16.370521,74.492059,129.456992,0.037584,1.239828,8.408003,30.437904,160.171438,413.738623,0.18846,1.358863,21.673571,14.289259,126.640656,0.158212,1.845041,49.322389,144.419577,381.893189,0.195936,10.626032,48.227857,83.640037,0.199708,27.269858,271.383653,22.658876,2.183458,33.039045,46.959494,6.247441,192.854358,437.876683,8.868932,34.325746,57.007837,598.58227,P
0.01956,1.12189,16.575546,91.395025,176.542381,476.059796,156.405271,0.042984,1.136092,6.167419,18.458422,31.895027,72.735349,0.127931,4.496119,41.844942,74.54057,241.543042,383.09548,0.143384,1.779213,9.584105,18.613255,43.614711,0.595677,12.638643,20.525176,54.307371,415.745369,0.252546,3.271862,14.996244,19.317948,1.902987,6.471769,199.797777,111.985272,0.554331,8.496964,19.261373,1.736557,154.776978,323.572193,2.164796,17.024634,47.08121,502.570461,P
0.009344,0.628494,9.20147,45.299224,107.76107,465.808139,200.804361,0.070116,1.842118,7.920237,20.06341,30.693997,28.703547,0.073566,2.47408,20.397444,31.73458,209.028672,400.471232,0.229001,2.466293,8.458706,39.646238,19.111147,0.328385,6.6332,51.905341,105.55179,404.272963,0.376691,3.433585,38.501764,27.832344,1.094549,30.358261,251.443586,76.46316,0.720286,21.171572,33.675862,7.141304,186.470381,373.854745,5.244599,25.312146,56.03625,548.880306,P
0.031694,1.124234,12.526456,54.971062,118.361106,369.296805,200.794202,0.0325,1.046134,7.447596,26.015993,25.80948,53.99189,0.125264,3.25237,26.610456,84.669318,132.017577,290.031926,0.125337,2.250334,15.065854,28.833675,30.554969,0.419733,8.688302,69.358413,117.057737,209.584429,0.32926,5.498597,22.921523,17.370264,1.400143,33.335716,214.947985,97.465338,0.971677,11.288136,9.790963,7.227117,150.381053,440.862364,2.628625,3.561181,44.020192,525.563575,P
0.07268,2.045624,14.092401,38.008311,71.989777,465.3827,235.951021,0.102748,2.2835,15.143847,32.042412,20.084105,28.098499,0.236986,3.915902,24.407044,65.686683,238.130842,369.053127,0.297835,5.019183,24.619069,9.38099,32.587906,0.53453,9.38742,85.402437,66.490166,348.82754,0.787554,10.718086,23.884395,38.218422,1.663316,45.767149,222.923716,50.863075,2.126317,17.472344,23.358165,10.405508,174.269795,353.370984,4.944147,20.386245,53.539919,509.331363,P
0.020362,0.950776,11.609592,35.663689,46.990669,325.186587,323.756629,0.013235,0.927877,11.637113,37.569745,27.434795,19.911496,0.104223,2.992816,17.118869,49.11394,46.197717,428.730872,0.110375,3.349726,20.398364,24.339335,35.423271,0.381741,5.460958,46.455028,191.15741,280.414583,0.473639,7.21837,15.90488,38.390414,0.860902,22.396459,251.156619,114.607532,1.255101,7.039865,29.204678,4.803907,159.603444,506.962682,1.55974,15.349709,44.696715,587.36291,P
0.02683,1.055601,14.654869,73.2872,147.164306,436.791007,295.26904,0.02697,0.286265,0.971897,22.050217,29.604438,72.226959,0.119581,3.862736,35.203662,92.245037,219.992383,434.181727,0.033344,0.14046,7.274624,27.094433,26.285637,0.50195,11.175647,63.708187,38.657515,356.37686,0.050804,1.893498,20.305391,37.27796,1.755017,29.653652,164.627211,7.066319,0.332098,10.041502,64.424749,6.419412,128.47386,396.057622,2.377488,50.716003,39.124,522.313633,P
0.039676,1.924228,18.400262,56.025647,153.258268,489.382508,187.52509,0.117728,2.741202,16.551127,13.460784,63.29455,123.776675,0.22818,5.194807,23.175758,23.819602,292.078666,371.851918,0.352931,5.082223,7.076314,15.232768,84.014045,0.713371,6.990778,29.830109,29.677285,396.288627,0.768944,4.897157,30.743524,31.928357,1.113167,23.580639,201.514479,90.172556,1.188279,22.564252,24.819401,6.100164,168.860991,363.38638,6.288109,30.933198,53.158173,553.028942,P
0.019812,0.659678,7.979706,34.595257,22.522362,423.241128,314.84678,0.084868,2.525641,17.962287,30.020069,65.276115,50.598207,0.075352,2.162435,20.95176,97.225447,152.903199,446.17852,0.318491,5.573031,16.712763,58.892438,59.685698,0.288184,7.749245,94.035152,153.688908,369.16547,0.832182,5.952419,41.410875,28.703847,1.339018,46.20408,282.211226,10.071367,1.034469,19.540317,34.903353,10.100094,200.313712,468.425799,4.514094,43.13626,59.282886,617.365209,P
0.035615,2.582951,31.275191,94.165882,142.84387,479.997005,70.772832,0.128363,2.484749,21.789918,71.155022,90.612152,182.803276,0.313288,9.074147,47.371668,32.630095,273.097361,311.602315,0.34091,7.547203,47.171231,74.064118,104.708537,1.266523,15.680253,25.940424,56.28459,412.106365,1.213393,19.126035,49.705661,44.334675,2.552576,20.20477,240.11304,145.108975,3.651342,23.123061,26.791937,5.267515,194.146485,322.206175,5.381378,19.982254,60.526136,543.359751,P
0.039566,2.647557,32.110497,87.605148,120.89412,434.195473,137.402028,0.179373,3.344382,10.785495,41.753611,45.449927,32.203518,0.320028,9.30422,44.905288,16.128536,183.709397,298.889951,0.430699,3.669732,37.267416,68.78977,22.237264,1.298795,15.08167,37.93781,141.859079,327.749709,0.606233,17.323352,76.545303,13.863372,2.479603,24.664089,295.178395,32.188271,3.555443,45.785896,15.029562,6.018207,217.358611,416.98259,11.935873,21.926126,65.512832,597.941407,P
0.020877,0.454668,17.243983,108.764538,191.077206,472.419589,93.312917,0.039504,0.720527,15.849247,29.597432,26.857457,57.010882,0.05717,4.876585,52.829519,91.598159,211.355606,325.019778,0.09626,4.987191,21.272008,25.710334,41.963911,0.664874,16.685486,29.442202,102.601255,366.709666,0.752933,8.825318,20.26531,43.828142,2.596472,5.257875,244.516184,49.980298,1.689844,10.428521,54.65249,0.35119,180.520949,410.463661,2.532906,44.552716,54.054972,588.268499,P
0.046494,1.250566,14.486108,61.835417,94.700069,386.450433,284.004439,0.022534,0.639978,5.375325,23.226489,45.937549,92.032321,0.145016,3.992022,32.596253,55.77845,147.376387,415.591384,0.074794,1.476986,10.371124,22.054124,58.824411,0.536806,11.118912,57.422092,112.563445,336.150145,0.202676,3.334942,13.796256,25.913711,1.833367,29.999996,213.910378,6.172366,0.555313,7.289943,21.672567,6.748398,151.044826,397.64722,1.804944,18.52115,44.393442,516.638697,P
0.029167,0.649113,9.521251,47.143603,124.171708,455.657899,317.101943,0.051881,0.707766,5.418881,31.804765,38.271983,23.98835,0.080408,2.850089,29.888917,96.810064,238.393698,565.134258,0.082898,1.622944,20.884531,31.303653,58.595965,0.40406,11.070396,78.087126,61.77094,516.571475,0.235632,8.277393,26.301768,74.503669,1.904639,37.996787,187.578687,107.497705,1.544022,15.003512,55.381888,8.369292,146.279666,391.759437,3.883697,25.985623,44.726774,573.268147,P
0.037285,0.875281,5.762476,44.367961,28.280375,346.930784,159.757012,0.080208,2.42887,18.746532,37.420168,21.411269,27.432791,0.097451,1.889245,31.773791,128.362361,109.964431,232.415512,0.312659,6.272415,29.565798,22.491449,24.9453,0.287468,12.275186,117.902933,158.278858,202.491557,0.984052,12.92889,30.619954,16.3316,2.15315,56.739446,264.195769,37.777084,2.558961,19.532879,26.074834,12.27438,184.455131,353.415929,5.223775,26.299444,54.320649,458.215037,P
0.044807,1.964461,22.290466,63.588654,131.830977,525.96623,230.860912,0.057956,1.143928,3.961968,19.103069,50.190192,47.777986,0.231285,6.186765,30.658825,42.10277,322.889084,476.152815,0.142251,1.099977,15.011672,52.536466,47.057438,0.83601,9.898969,45.11771,39.774303,506.307839,0.166515,6.868173,42.885568,49.836162,1.588161,27.348647,196.072817,156.856028,1.405353,22.891749,37.409202,6.602129,167.070449,352.122966,5.719295,22.29519,52.816424,571.651664,P
0.017432,0.608379,3.83476,3.580779,13.445068,348.158566,404.583899,0.024774,0.476327,11.471296,54.532531,27.178337,59.170004,0.069593,1.028332,5.06607,70.928429,79.541645,566.934437,0.065639,3.714918,37.013764,65.747458,30.209935,0.135834,2.309645,64.204764,174.389684,453.999274,0.568138,14.707549,63.364161,8.2205,0.431756,30.36568,254.670386,48.871657,2.731759,33.783995,34.224696,6.47418,168.230964,394.440451,8.182592,32.065694,48.051409,533.70594,P
0.008001,0.207843,2.957966,8.073684,56.683788,412.142668,342.445115,0.080269,2.613437,18.935982,30.091629,92.163207,115.798905,0.02705,0.747561,6.506799,34.387378,169.526294,551.703604,0.320194,5.620802,14.413722,36.272227,149.78268,0.094209,2.814067,50.53662,112.204167,486.83622,0.811724,4.589306,15.849312,119.489413,0.525842,27.70353,234.323847,79.73721,0.734188,12.166805,48.359855,6.337652,169.330962,409.944526,3.633703,8.955999,50.321682,582.242363,P
